Source,Target,Type,Id,Label,Weight,se_code,title/description,source_name,target_name,new_topics_ctfidf
739,356,Undirected,13753,,1,COP17-026,"a bigger bang for the buck: how to design efficient policies under post-2012 institutions? policy support is key to drive innovation and diffusion of renewables. based on data from oecd and developing countries we derive cornerstones of efficient policy design, such as considering country and technology differences. we then apply these learnings in the context of post-2012 institutions.",Fraunhofer Institute for Systems and Innovation Research (FhG ISI),"Tokyo Institute of Technology, Japan (Tokyo Tech, Japan)",2
291,821,Undirected,13754,,1,COP22-214,"eu 2030 climate and energy framework presentation of the proposed eu legislation to ensure that eu would reach its target of cutting eu wide emissions by at least 40% by 2030 below 1990 levels; proposed reforms to the eu ets, the effort sharing and the land-use sectors.",European Union,Institute for European Environmental Policy (IEEP),2
809,1160,Undirected,13755,,1,COP19-038,divesting from fossil fuels to invest in a low carbon future to keep warming below 2'c public and private investments need to shift from fossil fuels to renewable energy. the event will discuss steps that can be and are already being taken to shift investments to avoid lock-ins and stranded investments and to hasten a just transition to a low carbon future.,WWF (WWF),Global Call for Climate Action (GCCA),19
1439,228,Undirected,13756,,1,COP27-185,"power system decarbonization and decentralization: experiences from california and around the world this session showcases global experiences in building the decarbonized and decentralized grid for the future through innovation, peer learning, and the power of collaboration, highlighting california’s leadership and lessons learned from using clean utility-scale and distributed energy resources.",The Climate Center,National Renewable Energy Laboratory/Alliance for Sustainable Energy (NREL),2
551,228,Undirected,13757,,1,COP23-244,"the role of cleaner and more efficient fossil fuels and nuclear power in climate mitigation it is undeniable that fossil fuels will be used for the foreseeable future, and it is in everyone’s interest that they be efficient and clean. this panel will explore how the u.s. will be a leader in cutting carbon emissions through cleaner, more efficient fossil fuels and other energy sources.",United States of America,National Renewable Energy Laboratory/Alliance for Sustainable Energy (NREL),19
332,1034,Undirected,13758,,0.333333,COP21-092,"climate justice: coal and human rights in the south, community choice energy, global carbon pricing affected communities are often forgotten in high-level talks on climate action. we highlight human rights impacts by the coal sector in the south, community choice energy to speed a transition to renewables, and establish a global climate trust to “capglobalcarbon” and return funds to people.",Sequoia Foundation,Feasta Ltd (Feasta),19
333,1034,Undirected,13759,,0.333333,COP21-092,"climate justice: coal and human rights in the south, community choice energy, global carbon pricing affected communities are often forgotten in high-level talks on climate action. we highlight human rights impacts by the coal sector in the south, community choice energy to speed a transition to renewables, and establish a global climate trust to “capglobalcarbon” and return funds to people.","Corporación Centro de Estudios de Derecho, Justicia y Sociedad (DEJUSTICIA)",Feasta Ltd (Feasta),19
332,333,Undirected,13760,,0.333333,COP21-092,"climate justice: coal and human rights in the south, community choice energy, global carbon pricing affected communities are often forgotten in high-level talks on climate action. we highlight human rights impacts by the coal sector in the south, community choice energy to speed a transition to renewables, and establish a global climate trust to “capglobalcarbon” and return funds to people.",Sequoia Foundation,"Corporación Centro de Estudios de Derecho, Justicia y Sociedad (DEJUSTICIA)",19
580,703,Undirected,13761,,1,COP26-008,"energy transition in practice: insights by international network of energy transition think tanks the event will showcase the work and ways in which organisations gathered in the international network of energy transition think tanks (inettt) influence the decision-making processes in their countries and contribute, in practical terms, to the achievement of the goals of the paris agreement.",Institute for Climate and Sustainable Cities (ICSC) (ICSC),Smart Energy for Europe Platform (SEFEP) gGmbH,2
869,1619,Undirected,13762,,0.333333,COP21-119,strategic climate change partnerships: opportunities and actions in developing countries an interactive event to highlight the role of strategic partnerships and policies in implementing climate change actions. participants will discuss climate change legislation; low emissions development; climate smart agriculture; renewable energy resources; and sleek-land sector mrv system,Leadership for Environment and Development International (LEAD International),Kenya,2
